Name,Sex,Bodyweight,Age,Squat,Bench,Deadlift,Total
Lara Olson,F,84.5,32,107.5,70,157.5,335
Craig Long,M,88.3,28,252.5,160,282.5,695
Elvir Tatarevic,M,87.9,33,237.5,147.5,292.5,677.5
Zach Call,M,99.7,32,240,147.5,247.5,635
Brett Zimmerman,M,98.4,43,210,145,252.5,607.5
Clayton Draper,M,105.4,33,200,177.5,237.5,615
Christopher Dietz,M,107.9,43,210,170,217.5,597.5
Mike King,M,106.9,36,210,160,225,595
Hallie Haflich,F,53,13,72.5,40,95,207.5
Jasmine Tatman,F,64.3,28,82.5,50,105,237.5
Sarah Abbas,F,79.3,33,132.5,75,175,382.5
Tracy Burman,F,81.8,40,130,70,137.5,337.5
Samantha Lindsey,F,81.8,29,107.5,62.5,130,300
Erika Del Toro,F,81.9,26,102.5,50,140,292.5
Monique Boddie,F,112,37,185,130,217.5,532.5
Jessica Ornells,F,137.3,30,190,97.5,202.5,490
Danielle Thomas,F,97.6,36,142.5,70,170,382.5
Kimberly Misiura,F,90.8,32,122.5,75,160,357.5
Sabrina Munds,F,113.6,30,137.5,75,135,347.5
Giovanni Lara,M,79.6,28,177.5,130,195,502.5
Edgar Sanchez,M,87.9,26,212.5,137.5,215,565
Alex Jacquez,M,97.2,23,182.5,132.5,217.5,532.5
Jeremy Kincaid,M,108.5,38,237.5,200.5,282.5,720.5
Nicole Weeks-Boyers,F,59.4,43,85,70.5,115,270.5
Kelley Triscari,F,75.4,29,120,75,147.5,342.5
David Skrzypiec,M,75,27,190,152.5,230,572.5
Luis Felipe Hernandez,M,74.4,25,170,125,205,500
Michael Bulzomi,M,80.8,37,217.5,125,230,572.5
Neil Giunta,M,81.5,28,172.5,122.5,232.5,527.5
Dave White,M,86.8,25,227.5,182.5,272.5,682.5
Kyle Meyers,M,89.9,31,222.5,135,262.5,620
Stephen Clark,M,107.7,39,210,147.5,242.5,600
Anthony Piccione,M,108.2,36,205,112.5,250,567.5
Andrew Fish,M,134.1,32,185,135,227.5,547.5
Julie Tadlock,F,51.7,47,72.5,50,92.5,215
Nicole Darold,F,60.9,27,75,45,120,240
Erin Olson,F,62.5,25,60,45,122.5,227.5
Jamie Lindstrom,F,67.9,29,157.5,70,165,392.5
Haley Ellis,F,71.9,32,110,72.5,142.5,325
Yvonne Chang,F,74.6,25,105,57.5,125,287.5
Megan Boley,F,73.7,30,92.5,60,110,262.5
Rachel Lakey,F,79,23,135,70,165,370
Becky Ward,F,88.5,29,117.5,65,145,327.5
Emily Coulter,F,87.9,40,110,50,132.5,292.5
Jennifer Weedin,F,101.7,32,137.5,57.5,142.5,337.5
Shanna Cashman,F,123.5,27,105,52.5,145,302.5
Justin Turner,M,72.3,30,145,122.5,182.5,450
Christopher Williams,M,74.2,24,130,107.5,187.5,425
Andrew Weber,M,72.6,31,135,105,160,400
Daniel Guardado Delao,M,89.3,23,257.5,180,277.5,715
Rafael Angelucci,M,89.5,26,177.5,145,217.5,540
Mick Carter,M,88.1,32,185,120,217.5,522.5
Gabe Gunsleman,M,88.92,26,137.5,112.5,175,425
Austin Garrod,M,97.2,23,272.5,160,275,707.5
Chris Cathcart,M,130.3,17,220,142.5,250,612.5
Jason Schrauth,M,165.3,33,285,227.5,327.5,840
Joe Rodgers,M,145.6,56,215,160,240,615
Becky Basulto,F,73.5,32,132.5,67.5,147.5,347.5
Susan Chambers,F,81.7,31,152.5,92.5,193,438
Brian Menda,M,73.3,19,202.5,130,261,593.5
Johnny Craggs,M,79.9,18,175,122.5,227.5,525
Jacob Hall,M,88.9,27,202.5,137.5,240,580
Cole James,M,84.3,20,190,122.5,237.5,550
Jesus Pleitez,M,99.6,25,235,175,280,690
Arturo Chavez,M,107.5,20,232.5,140,242.5,615
Edwin Silvestre Jr,M,106.8,31,205,152.5,242.5,600
Adrien Llanes,M,109.95,25,207.5,140,235,582.5
Aaron Volkman,M,119.2,29,230,160,277.5,667.5
Levi Henrie,M,136.6,27,315,230,342.5,887.5
Heather Anthony,F,58.2,30,95,52.5,132.5,280
Anne Ellison,F,64.7,41,122.5,67.5,130,320
Jennifer Turner,F,61.9,30,107.5,42.5,120,270
Makala Corbett,F,136,25,162.5,97.5,160,420
Blake Sutphin,M,67.5,33,140,115,207.5,462.5
Michael Couture,M,80.3,45,220,132.5,228,580.5
Justin Kilian,M,79.3,32,215,130,235,580
Dillon Bryant,M,81,25,197.5,135,235,567.5
James Zaller,M,90,25,207.5,140,252.5,600
Gabriel Novilla,M,89.6,39,205,147.5,232.5,585
Zachary Connelly,M,88,20,202.5,125,242.5,570
Eddie Adkins,M,85.7,28,185,150,212.5,547.5
Harun Ates,M,100,26,272.5,170,317.5,760
Sean Bruffey,M,94.1,24,152.5,112.5,205,470
Vinnie Santini,M,105.4,37,260,183.5,307.5,751
James Lilly,M,109.2,34,257.5,185,240,682.5
Wyatt Joyner,M,103.2,24,217.5,175,245,637.5
Will Cresson,M,106.7,26,142.5,107.5,175,425
Brandon Kelley,M,114.4,34,220,155,267.5,642.5
Brandon Dunivan,M,115.2,26,222.5,130,242.5,595
Barry Heck,M,135.1,28,250,170,250,670
Danny Creasey,M,127.6,33,160,132.5,192.5,485
Nqobani Shange,F,54,30,110,65,152.5,327.5
Alexandria Panduro,F,54.6,23,107.5,52.5,110,270
Tiffany Christmas,F,59.3,33,112.5,65,130,307.5
Angela Mayor,F,66.2,29,102.5,60,155,317.5
Lupita Zendejas,F,66.4,24,117.5,57.5,142.5,317.5
Destiny Espinosa,F,66.8,23,80,50,115,245
Tiffany Ornells,F,76.5,27,140,77.5,145,362.5
Jessica Ornells,F,129.4,29,172.5,82.5,180,435
Cody Lawrence,M,59.4,19,172.5,112.5,170,455
Alfred Resngit,M,73.6,32,190,135,272.5,597.5
Ryan Taylor #4,M,81,28,205,135,240,580
Max Dang,M,82.4,25,212.5,105,230,547.5
Michael Craddock,M,77.1,32,160,95,227.5,482.5
Alyssa Favreau,F,66.4,28,102.5,61,130,293.5
Mirela Mujic,F,102.9,25,137.5,57.5,175,370
Timothy Jackson,M,65.2,28,135,100,167.5,402.5
Aaron Johnson,M,74.4,26,192.5,127.5,235,555
Wendell Sowers,M,81.3,25,215,125,262.5,602.5
Jack Slovenski,M,86.7,27,225,152.5,257.5,635
David Favreau,M,89.5,29,220,165,222.5,607.5
Earl Young,M,85.6,24,197.5,135,225,557.5
James Varner,M,97.6,39,242.5,172.5,287.5,702.5
Aaron Garvey,M,95.5,41,172.5,137.5,190,500
Lincoln Grant,M,101.2,31,265,150,320,735
Kyle Thigpen,M,123.9,40,230,160,265,655
Nathan Sutherlin,M,119.4,31,245,142.5,247.5,635
Devonta Montgomery,M,134.1,24,320.5,190,272.5,783
Elias Abner,M,169.2,28,275,165,265,705
Ryan Finn,M,97.8,24,272.5,157.5,265,695
Caseara Martinez,F,55.5,27,117.5,80,142.5,340
Inky Shange,F,55.2,30,115,65,155,335
Yuka Pu,F,56,22,107.5,57.5,130,295
Kimberly Young,F,54.2,40,90,60,115,265
Abigail Ortiz,F,58.3,24,90,52.5,102.5,245
April Disparte,F,60,29,90,50,105,245
Paige Miller,F,66.5,27,135,75,190,400
Monica Enlow,F,67.1,24,125,60,152.5,337.5
Crystal Perez,F,65.9,25,92.5,60,137.5,290
Alexandria Copani,F,64.5,25,80,47.5,112.5,240
Rosaura Pagan,F,72.1,27,127.5,70,157.5,355
Beatriz Rueda,F,72.6,25,125,60,145,330
Alexa Hemken,F,69.6,28,97.5,47.5,117.5,262.5
Mayra Amezcua,F,102.9,27,140,85,165,390
Brooklyn Izard,F,93.7,29,122.5,87.5,147.5,357.5
Mark Anzalone,M,55.6,19,122.5,110,182.5,415
Bao Huynh,M,59.3,32,182.5,127.5,205,515
Denny Sue,M,67.3,32,167.5,137.5,212.5,517.5
William Yao,M,67.3,29,175,115,210,500
Steven Vo,M,64.7,25,152.5,77.5,185,415
John Nguyen,M,60.6,23,145,75,170,390
Ryan Andrus,M,71.1,26,205,112.5,232.5,550
Olav Henriksen,M,71.8,30,202.5,105,232.5,540
Sam Huynh,M,80.1,26,175,112.5,182.5,470
Jason Koski,M,78.4,36,150,107.5,190,447.5
Andrew Le,M,77.4,31,155,105,185,445
Omed Baher,M,88.8,27,202.5,142.5,230,575
Andrew-Ted Fernandez,M,89,24,187.5,115,262.5,565
Christopher Stiles,M,87.2,29,192.5,152.5,202.5,547.5
Jabril Ward,M,87.2,26,152.5,95,210,457.5
Peter Tahk,M,90.3,37,215,122.5,205,542.5
Loren Hernandez,M,97,28,145,87.5,187.5,420
Chandler Borda,M,104.2,22,255,183,262.5,700.5
Christopher Price,M,115.3,34,145,97.5,205,447.5
Tasnim Sazzad,F,52,21,127.5,62.5,150,340
Kieu Nguyen,F,51.2,24,95,52.5,150,297.5
Jennifer Preciado,F,51.5,26,110,60,125,295
Johanna Chan,F,54.8,24,110,57.5,150,317.5
Veronica Campbell,F,58.8,36,120,67.5,145,332.5
Melissa Diaz,F,59.6,25,100,55,120,275
Daisy M Uy Kimpang,F,65.9,49,60,40,105,205
Niki Sims,F,73.6,34,125,87.5,190,402.5
Irene Tobias,F,73.3,34,112.5,70,150,332.5
Jody Dailey,F,72.1,31,110,70,147.5,327.5
Hailey Leighton,F,72.1,25,102.5,55,105,262.5
Tiffany Ornells,F,79.5,28,150,82.5,165,397.5
Latrice Henderson,F,80.8,28,122.5,67.5,145,335
Lauren Ewing,F,78.6,34,102.5,75,120,297.5
Brooke Myrick,F,78.1,23,75,45,107.5,227.5
Zoe Wong,F,87.9,24,152.5,65,157.5,375
Crystal Bocardo-Palomino,F,134.9,28,147.5,65,137.5,350
Janette Delgado,F,108.6,29,150,70,125,345
Barramae Soeuth,M,59.4,28,155,122.5,162.5,440
Gino Asinas,M,59.4,29,110,60,147.5,317.5
Jose Lopez,M,64.7,26,132.5,72.5,167.5,372.5
Paul Ramos,M,67.4,29,122.5,80,142.5,345
Zeesha Braslawsce,M,74.8,24,235,145,257.5,637.5
Arick Morrow,M,72.4,31,200,122.5,245,567.5
Nathen Pagaldan,M,73,15,195,140,220,555
Sage Stokes,M,72.4,26,205,125,222.5,552.5
Aaron Agapay,M,74.4,25,180,127.5,245,552.5
Paris Dong,M,72.2,17,172.5,125,240,537.5
J.R. Sison,M,74.3,28,180,125,215,520
Luis Cruz,M,73.5,30,175,110,220,505
Stephen Leam,M,81.5,27,172.5,122.5,220,515
Ernesto Batres,M,76.5,22,167.5,110,205,482.5
Matthew Rodarte,M,78.6,27,147.5,117.5,192.5,457.5
Matthew Paragas,M,80.7,29,150,92.5,205,447.5
Jimmy Doyle,M,90,30,242.5,170,320,732.5
Joseph Alves,M,89.2,24,227.5,167.5,265,660
Adrian Cardenas,M,89.5,19,222.5,140,242.5,605
Boudreau King,M,88.3,30,205,122.5,265,592.5
Ray Marroquin,M,86.2,33,200,122.5,227.5,550
Evan Riley,M,87.8,25,197.5,137.5,212.5,547.5
Jarod Alves,M,86.4,20,187.5,130,215,532.5
Jimmy Marroquin,M,88.8,24,175,130,227.5,532.5
Abraham Donis,M,83.8,24,192.5,125,210,527.5
Adan Aguilar,M,90,33,182.5,110,227.5,520
Thomas Schmoyer,M,88.3,25,182.5,145,187.5,515
Marvin Ma,M,88.6,25,180,100,192.5,472.5
Erick Navarro,M,88.3,24,172.5,110,185,467.5
Julius Erwin,M,92.4,24,255,140,275,670
Eduardo Payan,M,99.4,32,200,157.5,255,612.5
Robert Noriega,M,99.7,32,202.5,160,242.5,605
Isaiah Salgado,M,98.7,25,182.5,150,250,582.5
Robert Szczesny,M,95.9,23,187.5,140,235,562.5
Christopher Gordon,M,95.5,24,165,102.5,210,477.5
Samuel Taft,M,109.7,26,240,155,305.5,700.5
Timothy Menn,M,109.6,28,227.5,165,230,622.5
Renan Tiscoski,M,106.5,32,190,120,200,510
Christopher Ault,M,104.9,27,152.5,132.5,217.5,502.5
Joel Perez,M,116.4,34,257.5,155,275,687.5
Johnathan King,M,121.1,27,232.5,160,282.5,675
Elijah Boyd,M,114.5,29,215,150,245,610
Jason Oregel,M,138.1,28,232.5,170,250,652.5
Richard Castillo,M,148.1,27,290,215,300,805
Stevie Seeley,F,51.6,27,102.5,60,107.5,270
Jenna Osterman,F,57.6,26,115,70,137.5,322.5
Christine Stinson,F,59.3,22,110,55,137.5,302.5
Maggie Graham,F,59.8,31,82.5,50,127.5,260
Anna-Lisa Robbins,F,67,31,110,50,137.5,297.5
Heather Mcconnell,F,65.1,35,85,62.5,117.5,265
Tanya Oronia,F,60.6,24,102.5,42.5,112.5,257.5
Jordan Holesworth,F,66.1,25,65,52.5,115,232.5
Erin Olson,F,61.4,24,70,42.5,115,227.5
Julia Brigham,F,72,36,135,67.5,142.5,345
Kayla Nipp,F,73.9,28,125,65,137.5,327.5
Bianca Thomas,F,80.2,24,95,57.5,140,292.5
Jeanie Shellman,F,86.4,35,127.5,80,165,372.5
Thu Ngo,F,92.3,35,215,75,218,508
Cindy Kyle,F,112.9,38,177.5,85,197.5,460
Lauren Crees,F,114.1,26,117.5,72.5,167.5,357.5
Tate Brinkley,M,65.7,25,185,115,212.5,512.5
Jason Xiong,M,64.6,24,170,130,182.5,482.5
Brian Park,M,65.2,23,155,107.5,185,447.5
Pengsee Her,M,73.4,29,155,90,172.5,417.5
Branden Scovel,M,82.2,25,225,180,260,665
Panna Ong,M,80.5,32,160,137.5,192.5,490
Michael Makowski,M,88.8,27,190,142.5,195,527.5
Mick Carter,M,87.8,31,190,120,215,525
Andrew Helton,M,87.8,31,150,127.5,230,507.5
Ronald Thompson,M,88.7,29,160,117.5,180,457.5
Sean Conway,M,97.8,29,250,135,225,610
August Schwer,M,94.9,39,220,140,245,605
Thomas Pfahler,M,93.6,32,137.5,107.5,167.5,412.5
Evan McDaniel,M,109.5,30,235,170,280,685
Jarin Quibilan,M,103.3,24,120,132.5,205,457.5
James Mulligan,M,116.8,28,192.5,125,250,567.5
Micheale Lyon,M,117,28,182.5,125,227.5,535
Stevie Seeley,F,50.3,28,110,65,137.5,312.5
Amber Ortiz,F,54.8,25,102.5,62.5,120,285
Aubri Lucero,F,54.3,27,75,55,107.5,237.5
Stephanie Sprinzl,F,55.3,31,87.5,47.5,100,235
Angel Snyder,F,61.5,32,135.5,75,155,365.5
Nanette Jarenwattananon,F,61.5,29,117.5,55,152.5,325
Amber Collins,F,65.4,24,130,52.5,130,312.5
Rebecca Foster,F,66.7,26,102.5,55,152.5,310
Shayle Dudash Williams,F,64,42,100,55,125,280
Amanda Cone,F,64.5,33,92.5,57.5,117.5,267.5
Zoe York,F,63,31,90,65,110,265
Holly Boney,F,74.9,29,110,60,130,300
Kristi Reese,F,82.3,35,147.5,100,175,422.5
Lindsay Richman,F,78.9,25,162.5,70,172.5,405
Sabrina Gulovsen,F,109,39,92.5,60,145,297.5
Andy Friend,M,60,45,142.5,92.5,185,420
Tony Le #1,M,67.5,23,195,120,260,575
Minh Hoang,M,66.8,31,170,105,205,480
Trevor Ryan,M,73.9,27,205,147.5,260,612.5
Donovan Alcalde,M,78.85,25,205,115,237.5,557.5
Timothy Makin,M,81.7,27,202.5,130,215,547.5
Wilhelm Melitz,M,79.9,33,165,107.5,227.5,500
Joseph Boney,M,80.25,34,172.5,105,195,472.5
Kyle Brown #1,M,83.85,37,175,125,215,515
Lee Seeley,M,99.7,30,272.5,185,317.5,775
Evan McDaniel,M,109.95,31,240,167.5,287.5,695
James Mooney,M,109.34,32,215,160,275,650
Ryan Pederson,M,101.5,24,225,147.5,262.5,635
Joseph Jandura,M,108.1,39,160,142.5,205,507.5
Scott Luciano,M,106.15,33,165,97.5,192.5,455
Tom Anderson,M,120.7,25,250,165,270,685
Justin May,M,131.55,23,160,125,217.5,502.5
Eden Weaver,F,42,14,52.5,30,55,137.5
Jennifer Pusey,F,58.4,34,92.5,52.5,137.5,282.5
Isabel Teich,F,65.2,17,117.5,65,142.5,325
Tara Neal,F,100.4,34,100,50,130,280
Jacob Mares,M,63.8,19,130,87.5,157.5,375
Benjamin Rosenbaum,M,80,23,227.5,160,237.5,625
Paul Nguyen #2,M,80,25,215,155,220,590
Derek Bolton,M,79.6,21,175,152.5,190,517.5
Sean Sullivan,M,80,24,137.5,120,170,427.5
Nathan Cosmas,M,88.2,20,227.5,145,272.5,645
Caleb Redwood,M,87,19,170,120,215,505
Jason Wood,M,98.8,34,165,87.5,172.5,425
Juan Perez Martinez,M,90.8,21,127.5,107.5,150,385
Hector Morales,M,121,33,187.5,147.5,245,580
William Stoltz,M,134.8,24,250,175,265,690
Joseph Rojas,M,207.5,29,137.5,130,182.5,450
Nicole Lamartine,F,52.8,42,116,67.5,150,333.5
Desiree Hooper,F,59,24,112.5,60,137.5,310
Keandra McGarr,F,66,26,105,72.5,157.5,335
Juli Haller,F,66.3,26,85,57.5,92.5,235
Bailey Knudtson,F,80.7,28,135,70,135,340
Carly Bearden,F,104.8,22,165,67.5,147.5,380
Cody Cassidy,M,74.7,25,212.5,132.5,272.5,617.5
Andrew Poletti,M,71.4,24,142.5,97.5,172.5,412.5
Carlos Valdez,M,82.5,25,180,122.5,215,517.5
Joe McDonald,M,79.9,33,200,82.5,227.5,510
Ryan Martinez,M,80.2,26,160,112.5,202.5,475
Matthew Weinberg,M,85.6,27,167.5,97.5,217.5,482.5
Josh Laven,M,97.4,36,212.5,160,260,632.5
Abdel Albakri,M,95.9,24,220,137.5,272.5,630
Giancarlo Tzquierdo,M,109,26,205,142.5,250,597.5
Marty Evenson,M,123.4,35,220,157.5,227.5,605
Justin Coons,M,112.8,32,165,145,205,515
Jodie Du,F,48,25,80,47.5,102.5,230
Catarina Tiscoski,F,51.5,29,87.5,42.5,120,250
Jessica Santos,F,55.8,21,105,42.5,132.5,280
Johanna Dominguez,F,53.5,27,82.5,47.5,105,235
Brenda Yang,F,59.2,24,117.5,60,150,327.5
Melissa Diaz,F,59.4,24,102.5,55,125,282.5
Ilse Lopez,F,59.2,26,92.5,40,115,247.5
Sara Uffer,F,59.2,24,77.5,50,112.5,240
Julissa Castellanos,F,64.8,24,125,60,150,335
Frances Topacio,F,64.6,30,115,57.5,140,312.5
Gabriela Perez,F,62.3,25,107.5,50,135,292.5
Sharon Hartstein,F,65,25,105,62.5,125,292.5
Holyn Handley,F,73.8,23,122.5,65,145,332.5
Amanda Ruiz,F,73.3,28,120,60,135,315
Silvia Yesenia Lopez Torres,F,68.7,20,115,52.5,127.5,295
Mirna Huerta,F,72.3,25,107.5,42.5,122.5,272.5
Danielle Orlowski,F,73.6,25,105,55,112.5,272.5
Amber Becerra,F,71.5,33,82.5,40,120,242.5
Tiphanea Banner,F,80.5,30,95,72.5,155,322.5
Shavon Bates,F,88.7,28,127.5,70,145,342.5
Jessica Rangel,F,89.7,34,125,65,145,335
Veronica Plaza,F,89.6,36,102.5,57.5,127.5,287.5
Crystal Jara,F,89.1,24,92.5,50,137.5,280
Jessica Sturgeon,F,93.2,31,130,55,140,325
Jessica Pippen,F,94.7,36,87.5,65,140,292.5
Meena Nang,F,111.4,31,100,62.5,112.5,275
Angel Sok,M,55.6,20,135,110,160,405
Henry Diaz,M,65.4,23,180,105,195,480
Aaron Ricafrente,M,66.8,25,150,115,185,450
Kevin Leung,M,67,25,152.5,107.5,190,450
Ivan Cruz,M,65.7,22,132.5,75,147.5,355
Luis Ochoa,M,74.7,25,187.5,120,227.5,535
Dennis Chee,M,73,26,157.5,120,195,472.5
Nicholas Rodriguez,M,71.1,23,165,115,190,470
Daniel Marroquin,M,70.6,26,147.5,107.5,187.5,442.5
Michael Chao,M,74.9,25,145,105,182.5,432.5
Darren Lee,M,72.4,26,137.5,85,165,387.5
Ben Hubers,M,74.2,29,137.5,85,145,367.5
Victor Duarte,M,81.3,28,200,140,227.5,567.5
Ahmed Dregia,M,82.5,20,192.5,122.5,250,565
Gabriel Rivera,M,81.7,33,172.5,122.5,245,540
Luis Hernandez Barrientos,M,78.2,25,180,127.5,222.5,530
Mario Bernal,M,81.3,33,162.5,107.5,215,485
Daniel Guevara,M,79.1,25,160,117.5,205,482.5
Earl Obana,M,76.2,25,160,110,195,465
Juan Gonzalez,M,82,33,160,77.5,172.5,410
Brad Gomez,M,88.8,29,222.5,160,277.5,660
Kevin O'Neill,M,88.6,19,250,125,270,645
Vicente Huber,M,89.3,23,217.5,142.5,275,635
Daryl Williams,M,87.3,36,195,152.5,275,622.5
Gabriel Robles,M,88.4,22,237.5,137.5,242.5,617.5
Jason Cho,M,87,30,182.5,135,227.5,545
Emad Albalas,M,88.8,24,175,127.5,220,522.5
Dean Tanglao,M,83,28,155,130,185,470
Cesar Medina,M,87.3,22,160,107.5,195,462.5
Christopher Marley,M,88.2,33,100,65,125,290
Benjamin Starr,M,99.2,23,230,175,280,685
Adrian Carrillo,M,98.8,24,227.5,150,250,627.5
Robert Noriega,M,99.1,31,205,157.5,237.5,600
Rene Aguilar,M,99.3,25,227.5,122.5,247.5,597.5
Alexander Garduno-Turincio,M,93.2,19,185,120,217.5,522.5
Kenneth Lee,M,95.5,25,192.5,112.5,207.5,512.5
Julian Gutierrez,M,98.6,31,177.5,115,210,502.5
Michael Kops,M,99.6,35,135,117.5,197.5,450
Renan Tiscoski,M,107.2,32,175,107.5,195,477.5
Brent Underwood,M,104,27,127.5,100,210,437.5
Ronnie Castro,M,124.7,36,252.5,152.5,280,685
Pedro Sanchez,M,121.6,31,227.5,177.5,260,665
Jose Lara,M,119.2,25,215,190,237.5,642.5
Case Jongenelen,M,122.1,31,205,162.5,240,607.5
Justin Suh,M,136.5,28,232.5,155,250,637.5
Ella Raposo-Sacks,F,84.56,33,90,47.5,112.5,250
Justin Goodine,M,104.54,22,237.5,165,250,652.5
Ashlee Cartmell,F,49.3,27,97.5,42.5,117.5,257.5
Lindsay Parish,F,58.9,29,112.5,67.5,158,338
Brandy Loftus,F,59.7,34,80,45,100,225
Crystal Ball,F,64.5,31,132.5,70,152.5,355
Sydney Schmidt,F,67,27,120,70,150,340
Sarah Stewart,F,73.6,29,85,52.5,115,252.5
Amy Grass,F,80,35,110,72.5,155,337.5
Melinda Clasby,F,77.3,38,115,72.5,140,327.5
Andrea Shirley,F,79.1,35,127.5,52.5,145,325
Lyndsay Combess,F,89.9,29,137.5,72.5,157.5,367.5
Gina Dailey,F,84.5,29,137.5,82.5,142.5,362.5
Ruth Ryder,F,88.4,34,132.5,75,147.5,355
Tabatha Coomer,F,87.2,33,120,57.5,152.5,330
Kaitlin Bedekovich,F,101.7,32,137.5,72.5,172.5,382.5
Richard Nehus,M,74,25,150,127.5,205,482.5
Ryan Maxwell,M,73.7,27,155,97.5,175,427.5
Joe Richer,M,81.4,31,195,135,227.5,557.5
Ryan Patrick,M,87.9,32,227.5,142.5,297.5,667.5
Steve Isabell,M,89.8,37,195,140,200,535
Tyler Powell,M,86,26,182.5,110,212.5,505
Terry McMillan,M,93.7,50,142.5,97.5,205,445
Josh Wendry,M,100.4,26,245,142.5,312.5,700
Stephen Woodward,M,109.7,31,220,175,252.5,647.5
Andrew Brown,M,108.9,39,235,135,252.5,622.5
Wade Stevens,M,108.7,31,202.5,147.5,217.5,567.5
Harley Redd,M,146.6,18,265,150,275,690
Roxann Rhodes,F,47.2,26,107.5,67.5,125,300
Jennifer Rainey,F,55.7,32,95,52.5,132.5,280
Kari Condel,F,65.8,21,132.5,72.5,160,365
Niloofar Bernadyn,F,65.4,29,120,72.5,142.5,335
Katie Feeley,F,64,31,110,65,157.5,332.5
Cristina Kalpa,F,65.3,30,105,50,120,275
Krystal Sanchez,F,63.2,29,82.5,62.5,127.5,272.5
Brea Heil,F,74.2,24,160,92.5,160,412.5
Christy Zeigler,F,74.1,43,140,65,147.5,352.5
Patricio Francisco,M,66.6,24,180,120,240,540
Corey McLaughlin,M,66.1,23,130,130,167.5,427.5
Gary Teeter,M,67,54,133,115,165,413
Jed Bartholomew,M,73.5,22,170,147.5,202.5,520
Gerald Hosie,M,78.3,27,165,132.5,175,472.5
Brandon Sales,M,88.9,24,220,157.5,270,647.5
Cesar Ordaz,M,84.8,27,205,152.5,272.5,630
Christopher Espersen,M,86.4,24,212.5,140,245,597.5
Kenneth Burns,M,89,27,212.5,162.5,222.5,597.5
Noah Smith,M,98.9,33,225,167.5,265,657.5
Daniel Manganaro,M,99.3,26,247.5,157.5,237.5,642.5
Jonathan Perez,M,105.6,31,255,150,262.5,667.5
Roland Wilder,M,104.4,39,227.5,185,230,642.5
Jake Holmes,M,101.7,24,182.5,147.5,227.5,557.5
DJ Moore,M,110.7,23,222.5,150,227.5,600
Mike Scherer,M,137.6,32,282.5,205,305,792.5
Michele Fisher,F,49.8,56,40,27.5,70,137.5
Aliya Levy,F,66.8,27,127.5,70,157.5,355
Kimber Dial,F,66,25,102.5,62.5,130,295
Favour Osuji,F,73.2,22,137.5,80,172.5,390
Danielle Orlowski,F,79.2,26,117.5,62.5,125,305
Neil Dang,M,66.5,28,177.5,112.5,205,495
Steven Malinoski,M,64,30,117.5,92.5,160,370
Henry Loc,M,75,30,177.5,125,187.5,490
Rolando Flores,M,74,36,182.5,115,187.5,485
Alfred Lopez,M,74.4,26,155,107.5,185,447.5
Anthony Steiner,M,89.2,26,195,165,242.5,602.5
Benjamin Pierce,M,88.4,24,200,135,235,570
Thomas Schmoyer,M,89.2,25,197.5,147.5,212.5,557.5
Joseph Cammarota,M,90,33,152.5,92.5,182.5,427.5
Cameron Sisti,M,99.6,28,237.5,162.5,272.5,672.5
Joshua Reed,M,96.1,31,182.5,125,250,557.5
Christopher Ault,M,100,27,172.5,130,230,532.5
Lucas Lunsford,M,137.4,22,210,127.5,235,572.5
Abbey Prunier,F,119.4,24,165,70,185,420
Kyle Vilayvanh,M,75,30,182.5,120,227.5,530
Kevin Nguyen #12,M,89.6,30,182.5,152.5,225,560
Rocky Luedeker,F,42.3,64,45,37.5,75,157.5
Judy Parra,F,50.6,30,107.5,60,145,312.5
Chijioke Offor,F,54.1,43,112.5,60,165,337.5
Bianca Luedeker,F,54.3,35,92.5,70,132.5,295
Jenna Homsey,F,59.9,24,120,65,115,300
Elena Larsen,F,58.9,24,112.5,62.5,110,285
Jaelin Vandeberg,F,59.9,29,85,50,140,275
Carissa Sahlsten,F,66.5,32,125,77.5,147.5,350
Allison Clark,F,64.9,30,82.5,52.5,142.5,277.5
Tanya Maldonado,F,75,27,125,67.5,137.5,330
Hannah Yates,F,82.5,30,147.5,75,190.5,413
Jakie Moton,F,81.4,27,130,62.5,152.5,345
Rebecca Mrotek,F,79.8,25,110,65,147.5,322.5
Marsea Williams,F,105.5,40,167.5,115,185,467.5
Kimberly Mills,F,105.6,41,142.5,72.5,192.5,407.5
Marissa Heeb,F,91.9,25,145,67.5,147.5,360
Jessica Balderrama,F,148.3,25,132.5,70,137.5,340
Jino Joy,M,73.8,24,200,110,195,505
Devin Weidow,M,73.6,31,145,105,210,460
Courtney Williams,M,81.4,27,190,167.5,272.5,630
Kawika Henderson,M,82.4,32,232.5,115,227.5,575
James Lima,M,82.5,31,182.5,112.5,235,530
Matthew Cai,M,86.5,21,182.5,117.5,215,515
Matthew Cartee,M,86.5,29,195,112.5,192.5,500
Atom Cook,M,100,26,182.5,127.5,277.5,587.5
Dexter Horvath,M,103.6,23,255,197.5,282.5,735
John McPherson,M,107.2,27,182.5,152.5,225,560
Jacob Purtha,M,110.6,28,182.5,162.5,227.5,572.5
Johnathan Hensley,M,148.1,24,197.5,115,195,507.5
Shreena Chopra,F,42.8,25,87.5,47.5,112.5,247.5
Isabella Martin,F,38,10,75,35,100,210
Mallory Brown,F,47.2,25,122.5,65,158,345.5
Tiffany Winton,F,55.4,28,122.5,60,147.5,330
Ashley Locus,F,55.8,32,117.5,70,132.5,320
Becky Hammon,F,60,49,105,60,132.5,297.5
